
dataset	sumpairdif_0_mean	sumpairdif_0_std	theta_0_mean	theta_0_std	D_0_mean	D_0_std	pi_0_mean	pi_0_std	sumpairdif_1_mean	sumpairdif_1_std	theta_1_mean	theta_1_std	D_1_mean	D_1_std	pi_1_mean	pi_1_std	sumpairdif_2_mean	sumpairdif_2_std	theta_2_mean	theta_2_std	D_2_mean	D_2_std	pi_2_mean	pi_2_std	sumpairdif_3_mean	sumpairdif_3_std	theta_3_mean	theta_3_std	D_3_mean	D_3_std	pi_3_mean	pi_3_std	d_0x1_mean	d_0x1_std	dn_0x1_mean	dn_0x1_std	FST_0x1_mean	FST_0x1_std	bialsites_0x1_mean	bialsites_0x1_std	multisites_0x1_mean	multisites_0x1_std	sfA_0x1_mean	sfA_0x1_std	sfB_0x1_mean	sfB_0x1_std	sfout_0x1_mean	sfout_0x1_std	sxA_0x1_mean	sxA_0x1_std	sxB_0x1_mean	sxB_0x1_std	sxAfB_0x1_mean	sxAfB_0x1_std	sxBfA_0x1_mean	sxBfA_0x1_std	ss_0x1_mean	ss_0x1_std	Wald_0x1_mean	Wald_0x1_std	d_0x2_mean	d_0x2_std	dn_0x2_mean	dn_0x2_std	FST_0x2_mean	FST_0x2_std	bialsites_0x2_mean	bialsites_0x2_std	multisites_0x2_mean	multisites_0x2_std	sfA_0x2_mean	sfA_0x2_std	sfB_0x2_mean	sfB_0x2_std	sfout_0x2_mean	sfout_0x2_std	sxA_0x2_mean	sxA_0x2_std	sxB_0x2_mean	sxB_0x2_std	sxAfB_0x2_mean	sxAfB_0x2_std	sxBfA_0x2_mean	sxBfA_0x2_std	ss_0x2_mean	ss_0x2_std	Wald_0x2_mean	Wald_0x2_std	d_0x3_mean	d_0x3_std	dn_0x3_mean	dn_0x3_std	FST_0x3_mean	FST_0x3_std	bialsites_0x3_mean	bialsites_0x3_std	multisites_0x3_mean	multisites_0x3_std	sfA_0x3_mean	sfA_0x3_std	sfB_0x3_mean	sfB_0x3_std	sfout_0x3_mean	sfout_0x3_std	sxA_0x3_mean	sxA_0x3_std	sxB_0x3_mean	sxB_0x3_std	sxAfB_0x3_mean	sxAfB_0x3_std	sxBfA_0x3_mean	sxBfA_0x3_std	ss_0x3_mean	ss_0x3_std	Wald_0x3_mean	Wald_0x3_std	d_1x2_mean	d_1x2_std	dn_1x2_mean	dn_1x2_std	FST_1x2_mean	FST_1x2_std	bialsites_1x2_mean	bialsites_1x2_std	multisites_1x2_mean	multisites_1x2_std	sfA_1x2_mean	sfA_1x2_std	sfB_1x2_mean	sfB_1x2_std	sfout_1x2_mean	sfout_1x2_std	sxA_1x2_mean	sxA_1x2_std	sxB_1x2_mean	sxB_1x2_std	sxAfB_1x2_mean	sxAfB_1x2_std	sxBfA_1x2_mean	sxBfA_1x2_std	ss_1x2_mean	ss_1x2_std	Wald_1x2_mean	Wald_1x2_std	d_1x3_mean	d_1x3_std	dn_1x3_mean	dn_1x3_std	FST_1x3_mean	FST_1x3_std	bialsites_1x3_mean	bialsites_1x3_std	multisites_1x3_mean	multisites_1x3_std	sfA_1x3_mean	sfA_1x3_std	sfB_1x3_mean	sfB_1x3_std	sfout_1x3_mean	sfout_1x3_std	sxA_1x3_mean	sxA_1x3_std	sxB_1x3_mean	sxB_1x3_std	sxAfB_1x3_mean	sxAfB_1x3_std	sxBfA_1x3_mean	sxBfA_1x3_std	ss_1x3_mean	ss_1x3_std	Wald_1x3_mean	Wald_1x3_std	d_2x3_mean	d_2x3_std	dn_2x3_mean	dn_2x3_std	FST_2x3_mean	FST_2x3_std	bialsites_2x3_mean	bialsites_2x3_std	multisites_2x3_mean	multisites_2x3_std	sfA_2x3_mean	sfA_2x3_std	sfB_2x3_mean	sfB_2x3_std	sfout_2x3_mean	sfout_2x3_std	sxA_2x3_mean	sxA_2x3_std	sxB_2x3_mean	sxB_2x3_std	sxAfB_2x3_mean	sxAfB_2x3_std	sxBfA_2x3_mean	sxBfA_2x3_std	ss_2x3_mean	ss_2x3_std	Wald_2x3_mean	Wald_2x3_std
47	0.0848527	0.0998674	6.37236e-05	4.07396e-05	0.346479	1.34727	7.30757e-05	5.89585e-05	0.123991	0.172482	6.96389e-05	3.84456e-05	0.737224	1.07026	8.82073e-05	6.03574e-05	0.0134584	0.0222203	1.98639e-05	2.21562e-05	-0.0178408	0.907936	1.94903e-05	2.52554e-05	0.0931942	0.0974873	7.52147e-05	4.02338e-05	0.22442	1.0003	8.08413e-05	5.2077e-05	0.000106092	7.91857e-05	2.54504e-05	3.0211e-05	0.0907145	0.178106	13.52	6.02854	0	0	0	0	0	0	0	0	2.72	2.31876	3.72	2.86531	0.28	1.2083	0.36	0.860233	6.44	5.27636	-9	0	9.158e-05	8.7782e-05	4.5297e-05	6.31683e-05	0.136915	0.413284	10.8	5.58271	0	0	0	0	0	0	0.32	0.852447	5.48	3.28024	1	1.84842	2.16	2.76405	0.04	0.2	1.8	2.59808	-9	0	0.000103838	8.59429e-05	2.68793e-05	5.29129e-05	0.0829735	0.181722	14.32	6.26977	0	0	0	0	0	0	0.04	0.2	2.8	2.48328	4.52	3.16386	0.4	2	0.32	0.852447	6.24	4.78086	-9	0	9.97775e-05	7.05416e-05	4.59287e-05	4.90481e-05	0.185617	0.407642	11.4	6.67708	0	0	0	0	0	0	0.28	1.2083	6.08	3.92556	0.6	0.957427	2.2	2.66145	0	0	2.24	3.0315	-9	0	0.000107379	7.31915e-05	2.28545e-05	3.32424e-05	0.0860078	0.108563	14.72	7.54718	0	0	0	0	0	0	0	0	3.2	2.90115	3.92	2.6602	0.44	2.00167	0.28	1.2083	6.88	4.64866	-9	0	7.85305e-05	4.64161e-05	2.83647e-05	2.17503e-05	0.162666	0.180209	12.48	6.39088	0	0	0	0	0	0	0.4	2	0.96	1.85921	7.16	3.92301	0.04	0.2	2.08	2.11975	1.84	2.57682	-9	0
48	0.0318746	0.0657169	1.96388e-05	2.04729e-05	0.188086	1.13785	2.24458e-05	2.9314e-05	0.0581049	0.0644982	4.32818e-05	2.40409e-05	0.100283	0.945082	4.59015e-05	3.0614e-05	0.0345145	0.0388686	3.40868e-05	2.35675e-05	0.534397	1.13822	4.16917e-05	3.39008e-05	0.0444666	0.0566892	3.44605e-05	2.06238e-05	0.0830122	1.05858	3.50214e-05	2.44563e-05	6.35697e-05	4.35224e-05	2.93961e-05	2.86682e-05	0.140585	0.570383	7.64	4.3	0	0	0.04	0.2	0.04	0.2	0.12	0.6	0.72	0.842615	3.68	3.35062	0	0	0.72	1.02144	2.32	2.80951	-9	0	6.64712e-05	4.3779e-05	3.44025e-05	3.19274e-05	0.307232	0.257597	6.48	3.44141	0	0	0.04	0.2	0.04	0.2	0.16	0.472582	1.16	1.65025	2.52	2.10396	0.16	0.8	0.68	1.02956	1.72	2.37206	-9	0	6.55438e-05	5.19288e-05	3.68102e-05	4.10684e-05	0.264137	0.300181	6.52	3.42929	0	0	0	0	0	0	0.2	0.707107	0.84	0.986577	2.6	1.97906	0.12	0.6	0.68	0.945163	2.08	2.92859	-9	0	6.65651e-05	4.38111e-05	2.27685e-05	2.50127e-05	0.0916607	0.411076	8.32	4.48813	0	0	0	0	0.04	0.2	0.04	0.2	3.04	2.33595	1.4	1.47196	0.28	0.890693	0.12	0.6	3.4	2.66145	-9	0	6.37721e-05	4.3597e-05	2.33106e-05	2.74602e-05	0.0920062	0.243722	8.48	4.64686	0	0	0	0	0	0	0.12	0.6	2.8	2.54951	1.6	1.55456	0.2	0.707107	0.04	0.2	3.72	2.63818	-9	0	7.55675e-05	4.90773e-05	3.72109e-05	3.96685e-05	0.236399	0.211516	7.36	3.98832	0	0	0.04	0.2	0.12	0.6	0.08	0.4	1.64	1.72916	1.96	1.74356	0.12	0.6	0.24	0.830662	3.16	2.5606	-9	0
49	0.112904	0.110876	7.52876e-05	3.62178e-05	0.530537	1.37014	8.77208e-05	5.10123e-05	0.037739	0.05314	3.22521e-05	2.95876e-05	-0.116313	1.3622	2.99237e-05	3.05014e-05	0.106011	0.179244	7.81244e-05	4.43091e-05	0.484909	0.917731	9.14095e-05	5.9767e-05	0.0929974	0.120603	5.83927e-05	3.42143e-05	0.292954	1.35619	6.46455e-05	4.49644e-05	0.000113459	6.01166e-05	5.46364e-05	4.25842e-05	0.232776	0.306916	13.6	6.40312	0	0	0	0	0.04	0.2	0.16	0.472582	6.84	4.07922	1.48	1.5308	1.6	2.08167	0.04	0.2	3.44	3.87384	-9	0	0.000139838	7.55723e-05	5.02731e-05	4.23149e-05	0.169605	0.148184	16.2	7.89515	0	0	0	0	0	0	0	0	4.12	2.99054	4.12	3.44384	0.24	0.830662	0.2	0.5	7.52	5.05899	-9	0	0.000116884	5.71413e-05	4.07008e-05	3.90425e-05	0.20267	0.177831	14.88	7.71535	0	0	0	0	0	0	0.08	0.276887	5.08	3.01275	2.8	2.43242	0.24	0.830662	0.12	0.439697	6.56	4.88262	-9	0	0.00012278	8.58963e-05	6.21138e-05	5.90965e-05	0.228558	0.254103	13.76	7.51266	0	0	0.04	0.2	0	0	0.08	0.276887	1.64	2.25241	7	5.67157	0.16	0.8	1.68	2.17409	3.16	3.60185	-9	0	0.000107784	5.41848e-05	6.04998e-05	4.37669e-05	0.344114	0.254153	11.84	6.85371	0	0	0.04	0.2	0	0	0.28	0.842615	2	1.93649	5.08	4.65403	0.04	0.2	1.48	1.93907	2.92	3.52278	-9	0	0.000132324	8.07409e-05	5.42966e-05	4.48747e-05	0.199534	0.137622	15.28	8.12158	0	0	0	0	0	0	0.04	0.2	5.48	4.69148	3.2	2.84312	0.28	0.678233	0.2	0.816497	6.08	4.73392	-9	0
50	0.0445903	0.0704694	2.72873e-05	2.08943e-05	0.161043	1.41802	2.95408e-05	3.15562e-05	0.104457	0.103941	7.67827e-05	4.25018e-05	0.168822	1.05973	8.31519e-05	5.62555e-05	0.0771136	0.122402	4.88724e-05	3.38253e-05	0.213384	1.19278	5.376e-05	4.06702e-05	0.0796587	0.0829043	6.3131e-05	4.22986e-05	0.452503	1.17378	7.1965e-05	5.48153e-05	9.61038e-05	5.89332e-05	3.97574e-05	4.01552e-05	0.193932	0.243958	13.68	7.1631	0	0	0	0	0	0	0.2	0.57735	0.84	1.02794	7.36	6.00611	0.12	0.439697	1.64	2.2151	3.52	3.53695	-9	0	7.31667e-05	4.90013e-05	3.15162e-05	3.08409e-05	0.218216	0.275593	10.48	5.67245	0	0	0.04	0.2	0	0	0.76	1.3626	1.48	1.75879	4.16	3.98623	0.48	1.26227	1.04	1.94679	2.52	2.87402	-9	0	9.68102e-05	7.40907e-05	4.60573e-05	5.42802e-05	0.245477	0.206334	11.64	6.81224	0	0	0.04	0.2	0	0	0.2	0.57735	1	1.11803	5.32	4.7585	0.24	1.0116	1.6	2.21736	3.24	3.25679	-9	0	9.16185e-05	5.67211e-05	2.31625e-05	2.17468e-05	0.175498	0.151358	15.2	8.43109	0	0	0	0	0	0	0.24	0.663325	6.24	4.66619	2.36	2.76707	1	1.65831	0.08	0.276887	5.28	4.39242	-9	0	8.90689e-05	6.33782e-05	1.15104e-05	1.50918e-05	0.0773633	0.0999188	15.72	8.83421	0	0	0	0	0	0	0.04	0.2	5.12	3.85487	2.88	3.37046	0.4	1.08012	0.28	0.678233	7	4.74342	-9	0	8.91803e-05	7.30272e-05	2.63178e-05	3.55454e-05	0.158392	0.142804	12.88	7.57364	0	0	0	0	0	0	0.16	0.472582	2.28	2.40693	3.92	4.1223	0.28	1.02144	1.08	1.82392	5.16	4.77563	-9	0
51	0.00875773	0.015752	1.22302e-05	2.63419e-05	0.0479816	0.871681	1.25336e-05	3.01896e-05	0.103085	0.101726	6.81266e-05	2.36158e-05	0.315501	1.09169	7.59245e-05	3.48265e-05	0.0437689	0.0539037	3.78594e-05	3.64267e-05	0.417404	1.30681	4.21585e-05	3.42667e-05	0.0747518	0.0751859	6.24106e-05	3.08682e-05	0.464077	1.18542	7.22298e-05	4.43695e-05	0.000114884	7.22916e-05	7.06546e-05	6.35631e-05	0.341022	0.306381	13.08	5.8731	0	0	0.4	1.22474	0.12	0.6	0.16	0.472582	0.88	2.00666	8.56	4.22374	0.32	1.6	1.92	1.38203	0.72	1.83757	-8.16	4.2	0.000116733	8.11862e-05	8.93867e-05	7.03556e-05	0.586921	0.250917	8.92	5.18748	0	0	0.96	1.51327	0.6	1.25831	0.52	0.918332	0.6	0.763763	3.92	3.23934	0.24	1.2	1	1.29099	1.08	3.79605	-6.56	6.84398	0.00011418	6.3291e-05	7.17987e-05	4.63698e-05	0.382552	0.323441	11.48	6.20564	0	0	0.4	0.912871	0.08	0.276887	0.12	0.331662	0.48	0.653197	7	4.19325	0	0	1.96	1.48549	1.44	4.0833	-9	0	0.000115628	4.19932e-05	5.65863e-05	3.51088e-05	0.308223	0.190539	14.16	6.04621	0	0	0	0	0.12	0.439697	0.16	0.6245	6.8	3.18852	2.24	2.43721	1.08	1.70587	0.44	1.63503	3.32	3.19792	-9	0	0.000116107	4.66437e-05	4.203e-05	2.88064e-05	0.199143	0.184959	15.84	7.47596	0	0	0	0	0	0	0	0	5.24	2.68142	4.04	3.58794	0.2	0.408248	0.6	1.70783	5.76	2.96198	-9	0	0.000131234	6.583e-05	7.40399e-05	5.26873e-05	0.353424	0.22287	12.96	6.7545	0	0	0.08	0.276887	0.04	0.2	0.08	0.276887	2.28	1.88237	5.56	3.2026	0.08	0.276887	1.2	1.77951	3.64	5.08167	-9	0
52	0.120531	0.139455	6.97725e-05	4.75521e-05	0.655859	1.19528	9.12765e-05	7.68675e-05	0.112321	0.133943	6.7741e-05	4.27873e-05	0.660777	0.885727	8.69801e-05	6.65766e-05	0.0799616	0.105139	6.28275e-05	4.44439e-05	0.44781	0.993457	7.7164e-05	6.69208e-05	0.119657	0.177279	6.09962e-05	4.38687e-05	0.646413	1.31331	7.88823e-05	7.12457e-05	0.000111819	7.7832e-05	2.26904e-05	2.5207e-05	0.0639048	0.214856	14.68	9.45921	0	0	0	0	0	0	0	0	3.16	2.88213	2.76	2.5865	0.08	0.4	0.12	0.331662	8.56	7.14773	-9	0	0.000102976	7.28412e-05	1.87559e-05	1.81164e-05	0.118746	0.149996	14.68	9.4062	0	0	0	0	0	0	0.04	0.2	4	3.1225	2.76	2.33238	0.28	0.890693	0.08	0.276887	7.52	7.07766	-9	0	0.000122043	8.01764e-05	3.69639e-05	3.95815e-05	0.188683	0.242206	14.88	10.1338	0	0	0	0	0.08	0.4	0.04	0.2	3.8	3.18852	2.88	3.32064	0.28	0.737111	0.08	0.276887	7.72	6.97328	-9	0	0.000104727	7.3702e-05	2.26549e-05	2.23291e-05	0.0952834	0.181193	13.76	9.00592	0	0	0	0	0	0	0.08	0.4	3.08	2.05994	2.24	1.89912	0.24	0.597216	0	0	8.12	7.50733	-9	0	0.000119111	7.37388e-05	3.61799e-05	3.74841e-05	0.121109	0.297701	14.24	9.38652	0	0	0	0	0	0	0	0	3.16	2.17332	2.72	2.44131	0.4	1	0.08	0.4	7.88	7.52396	-9	0	0.000118532	7.67229e-05	4.05092e-05	3.87183e-05	0.199905	0.277811	13.44	9.39894	0	0	0	0	0	0	0.04	0.2	2.36	1.91224	2.76	2.8178	0.36	0.994987	0.28	0.890693	7.64	7.67507	-9	0
53	0.0353365	0.0565858	2.46152e-05	1.92643e-05	-0.167048	1.10215	2.34732e-05	2.32996e-05	0.0562225	0.0933776	3.29664e-05	2.81692e-05	0.350313	1.12663	4.01204e-05	4.07584e-05	0.0595785	0.105536	4.28971e-05	1.88944e-05	0.550549	0.987168	5.33301e-05	3.44532e-05	0.0441428	0.0536835	3.31984e-05	2.20247e-05	0.166548	0.931279	3.61685e-05	2.76403e-05	5.22085e-05	3.65904e-05	2.04117e-05	1.72447e-05	0.203653	0.258485	7.48	4.77947	0	0	0.08	0.4	0	0	0.24	0.723418	1.36	1.07548	2.32	2.28619	0.28	0.613732	0.56	1.15758	2.64	3.48664	-9	0	5.96516e-05	3.76255e-05	2.12499e-05	1.81704e-05	0.112904	0.281157	8.56	4.36921	0	0	0	0	0	0	0.16	0.8	1.44	1.85023	3.4	2.38048	0.12	0.6	0.72	1.30767	2.72	3.0348	-9	0	6.40417e-05	4.98996e-05	3.42209e-05	3.86956e-05	0.294818	0.231381	7.68	4.0694	0	0	0.04	0.2	0	0	0.32	0.9	1.56	1.66032	2.52	2.0232	0.24	0.723418	0.52	1.15902	2.48	3.22903	-9	0	6.58154e-05	3.62241e-05	1.90901e-05	1.51979e-05	0.211542	0.170173	9.36	5.17912	0	0	0	0	0	0	0	0	2.24	3.04521	3.32	2.86822	0.28	0.979796	0.52	0.87178	3	2.88675	-9	0	6.46533e-05	4.81347e-05	2.65088e-05	2.96427e-05	0.225006	0.235064	8.44	4.86552	0	0	0.04	0.2	0.08	0.4	0.12	0.439697	2.32	2.35797	2.32	1.93046	0.36	0.994987	0.36	0.81035	2.84	3.2491	-9	0	6.67584e-05	3.9976e-05	2.20091e-05	1.93325e-05	0.176377	0.170807	9.52	4.53799	0	0	0	0	0	0	0.16	0.8	3.44	3.02875	2.4	2.16025	0.4	0.816497	0.12	0.6	3	2.58199	-9	0
54	0.0549511	0.0554899	4.71706e-05	3.23341e-05	0.0443926	1.02831	4.98854e-05	4.00586e-05	0.0957118	0.159085	5.95037e-05	4.04626e-05	-0.0325259	0.927208	6.3902e-05	5.73987e-05	0.0768377	0.108137	6.57699e-05	3.68975e-05	0.192032	0.763363	6.83869e-05	3.95488e-05	0.0804938	0.102776	4.44507e-05	2.82459e-05	0.622922	1.31427	5.61547e-05	4.49209e-05	8.39156e-05	6.82199e-05	2.70219e-05	3.05059e-05	0.14586	0.215089	13.68	7.81409	0	0	0	0	0	0	0.08	0.276887	2.72	2.17025	4.72	4.41135	0.28	0.979796	0.48	1.26227	5.4	5.26783	-9	0	7.8023e-05	4.42232e-05	1.88868e-05	1.68131e-05	0.1138	0.198817	14.16	7.89346	0	0	0	0	0	0	0	0	2.68	2.44472	5.2	4.6188	0.16	0.8	0.56	1.26095	5.56	4.95042	-9	0	7.64603e-05	5.32322e-05	2.34403e-05	2.71983e-05	0.162527	0.184728	11.88	6.62269	0	0	0	0	0	0	0.2	0.5	3.44	2.2745	2.92	2.51529	0.24	0.830662	0.36	0.907377	4.72	4.84355	-9	0	8.78948e-05	6.78501e-05	2.17504e-05	3.53108e-05	0.0959652	0.13128	15.44	9.32774	0	0	0	0	0	0	0	0	3.96	3.8566	4.48	3.41711	0.16	0.8	0.36	0.994987	6.48	5.95203	-9	0	7.56909e-05	5.56569e-05	1.56626e-05	1.64861e-05	0.147354	0.131643	13.52	7.97977	0	0	0	0	0	0	0.08	0.276887	5.08	3.95727	2.56	2.04287	0.36	0.907377	0.28	0.979796	5.16	4.95547	-9	0	7.73801e-05	5.04326e-05	1.51093e-05	1.57864e-05	0.107041	0.124292	13.92	8.12363	0	0	0	0	0	0	0	0	5.48	4.20436	2.44	2.755	0.44	0.916515	0.16	0.8	5.4	4.45346	-9	0
55	0.102641	0.0939859	8.18438e-05	4.68877e-05	0.0874199	0.942975	8.64783e-05	5.30782e-05	0.0969508	0.0970612	6.79697e-05	4.15968e-05	0.58964	0.814788	8.1299e-05	5.7531e-05	0.0726316	0.0948894	6.7897e-05	5.03544e-05	0.0823026	0.965531	7.11255e-05	6.45516e-05	0.090434	0.102503	5.64649e-05	3.25077e-05	0.337825	1.12263	6.4174e-05	4.45845e-05	0.000100365	5.72361e-05	1.64761e-05	1.64797e-05	0.0774073	0.135041	17.64	9.20091	0	0	0	0	0	0	0	0	5.52	3.28024	3.48	3.57211	0.16	0.6245	0.04	0.2	8.44	5.71606	-9	0	9.64993e-05	6.59391e-05	1.76974e-05	1.64505e-05	0.0778642	0.134502	17	8.7892	0	0	0	0	0	0	0	0	5.56	2.93087	2.84	2.32164	0.32	0.690411	0.04	0.2	8.24	6.30661	-9	0	9.22936e-05	5.24853e-05	1.69674e-05	1.7222e-05	0.0861985	0.151212	16.44	7.95864	0	0	0	0	0	0	0	0	5.84	3.35012	2.28	2.09205	0.48	1.35769	0.04	0.2	7.8	5.74456	-9	0	0.000101124	6.31007e-05	2.49119e-05	1.88714e-05	0.134451	0.137609	16.24	9.21629	0	0	0	0	0	0	0	0	4.8	4.05175	4.12	3.24448	0.32	0.690411	0.16	0.6245	6.84	5.35164	-9	0	0.000100519	5.36308e-05	2.77829e-05	2.20842e-05	0.161372	0.14062	15.04	8.41368	0	0	0	0	0	0	0.12	0.6	4.44	3.53648	2.92	1.97737	0.36	1.25433	0.04	0.2	7.16	5.20961	-9	0	9.47153e-05	6.28715e-05	2.70655e-05	2.28322e-05	0.124254	0.205104	14.84	8.05026	0	0	0	0	0	0	0.08	0.276887	4.24	3.44335	3.4	2.66145	0.4	1.19024	0.24	0.663325	6.48	5.53112	-9	0
56	0.0826378	0.103137	5.0668e-05	3.33792e-05	0.130485	1.08041	5.56261e-05	4.91637e-05	0.0938668	0.115388	7.00161e-05	4.11275e-05	0.217322	1.01027	7.48673e-05	4.92458e-05	0.0135498	0.0359899	1.71083e-05	2.71967e-05	0.102217	1.13305	1.75963e-05	2.70018e-05	0.086212	0.113034	6.82018e-05	4.63843e-05	-0.0833089	1.04798	6.83118e-05	5.97721e-05	8.44265e-05	5.72393e-05	1.91798e-05	1.8616e-05	0.116225	0.150953	16.04	9.00685	0	0	0	0	0	0	0.12	0.439697	3.52	2.81543	6	4.40643	0	0	0.68	1.21518	5.72	4.57821	-9	0	6.6694e-05	5.44926e-05	3.00828e-05	3.70498e-05	0.27817	0.206573	10.64	6.32376	0	0	0	0	0.16	0.374166	0.76	1.2	5.8	4.77842	0.44	0.711805	1.32	1.65126	0.04	0.2	2.12	3.56277	-9	0	7.97851e-05	5.9401e-05	1.78162e-05	1.48981e-05	0.108669	0.176201	15.96	10.1262	0	0	0	0	0	0	0.16	0.472582	3.32	2.74955	5.92	5.29087	0.16	0.6245	0.64	1.15036	5.76	4.74588	-9	0	7.83157e-05	5.05188e-05	3.20839e-05	2.57318e-05	0.234179	0.281959	13.24	7.49044	0	0	0	0	0	0	0.12	0.439697	8.4	5.75181	0.72	1.2083	2.12	2.22336	0	0	1.88	2.74348	-9	0	8.52666e-05	5.91085e-05	1.3677e-05	1.28338e-05	0.0698565	0.0858056	17.16	9.55109	0	0	0	0	0	0	0	0	4.52	3.60694	4.64	3.69549	0.32	0.802081	0.12	0.439697	7.56	6.28543	-9	0	7.22896e-05	5.39513e-05	2.93355e-05	2.25856e-05	0.241588	0.13918	13.32	8.89157	0	0	0.08	0.276887	0	0	0.32	0.802081	0.6	0.866025	8.48	6.79534	0	0	1.84	2.2487	2	3.10913	-9	0
57	0.0648156	0.0551206	4.73137e-05	2.76084e-05	0.311303	1.03543	5.33221e-05	3.98418e-05	0.0437239	0.0469008	3.84961e-05	2.95682e-05	-0.0374988	1.01852	3.81995e-05	3.65364e-05	0.0340458	0.0570227	4.13096e-05	2.25511e-05	-0.048679	1.00914	4.03045e-05	2.75251e-05	0.094057	0.128307	6.1337e-05	3.64442e-05	-0.0198071	0.93488	6.73841e-05	5.82476e-05	8.65297e-05	6.72966e-05	4.07689e-05	4.44243e-05	0.190757	0.32608	11.6	7.06517	0	0	0	0	0	0	0.08	0.4	4.04	2.92233	2.84	2.44404	0.72	1.59478	0.08	0.276887	3.84	3.32516	-9	0	9.2465e-05	6.83468e-05	4.56517e-05	5.0672e-05	0.25786	0.197813	11.76	6.56557	0	0	0	0	0	0	0.16	0.472582	3.76	3.41906	3	2.81366	0.96	1.7673	0	0	3.88	2.83314	-9	0	0.000100316	7.14228e-05	3.9963e-05	3.59731e-05	0.2386	0.148337	14.2	7.88987	0	0	0	0	0	0	0	0	2.72	2.24574	5.44	3.46506	0.2	0.5	0.16	0.472582	5.68	4.58912	-9	0	7.94047e-05	6.8341e-05	4.01528e-05	4.88361e-05	0.177484	0.29163	10.8	5.75181	0	0	0	0	0.04	0.2	0.6	1.47196	2.8	2.85774	3.2	2.34521	0.48	1.15902	0.2	0.645497	3.48	3.11073	-9	0	8.49834e-05	6.62566e-05	3.21916e-05	3.23238e-05	0.0808305	0.474803	13.48	7.61096	0	0	0	0	0	0	0.08	0.276887	2	1.52753	5.92	3.74077	0.12	0.439697	0.72	1.54164	4.64	4.34818	-9	0	8.25199e-05	6.01789e-05	2.86756e-05	3.10195e-05	0.179247	0.180949	14.24	7.15472	0	0	0	0	0	0	0.12	0.439697	2.76	1.87705	6.24	4.15612	0.08	0.276887	1	1.82574	4.04	3.22077	-9	0
58	0.10239	0.133676	6.29681e-05	4.00952e-05	0.318314	1.08804	7.29677e-05	5.89376e-05	0.0923006	0.153543	4.82583e-05	3.51822e-05	0.470839	1.48594	6.08554e-05	6.31982e-05	0.0910525	0.160941	6.70058e-05	4.56843e-05	0.455961	1.14556	8.04069e-05	6.94773e-05	0.0960565	0.100981	6.56689e-05	4.15959e-05	0.43094	0.971432	7.70784e-05	5.57255e-05	9.68882e-05	7.1427e-05	2.99767e-05	3.14395e-05	0.159719	0.177683	14.64	8.85475	0	0	0	0	0	0	0.48	1.35769	4.36	3.38969	2.32	3.57911	0.68	1.43527	0.04	0.2	6.76	5.7248	-9	0	0.000111103	6.95649e-05	3.44155e-05	3.15494e-05	0.155419	0.155451	16.32	9.86036	0	0	0	0	0	0	0.12	0.6	4.16	2.99555	4	3.97911	0.44	1.26095	0.4	1.29099	7.2	6.06218	-9	0	0.000103322	8.13131e-05	2.82991e-05	3.63213e-05	0.129763	0.117655	16.68	9.21828	0	0	0	0	0	0	0.28	1.2083	3.76	2.74287	4.36	2.84136	0.4	0.957427	0.24	0.723418	7.64	6.44774	-9	0	0.000101355	7.32893e-05	3.07243e-05	3.58343e-05	0.146409	0.1965	14.96	9.91413	0	0	0	0	0	0	0.4	1.04083	2.8	2.95804	4.68	4.72335	0.16	0.6245	0.76	1.61452	6.16	5.69122	-9	0	0.00010975	9.61371e-05	4.07836e-05	5.13027e-05	0.174519	0.185134	15.96	9.24878	0	0	0	0	0	0	0.44	1.41657	3.04	4.10772	5.68	3.99708	0.24	0.597216	0.72	1.45831	5.84	4.98063	-9	0	0.000120422	9.04958e-05	4.16795e-05	4.41725e-05	0.177829	0.137267	16.56	9.29193	0	0	0	0	0	0	0.16	0.8	3.64	3.56931	4.4	2.90115	0.52	1.29486	0.4	1.1547	7.44	6.6463	-9	0
